Order ID,Customer ID,Order Date,Product,Category,Sub-Category,Region,State,Sales,Profit
CA-2025-741593,CUST-45179,2025-12-30,Industrial Metal Bookshelf,Furniture,Bookcases,East,Pennsylvania,24.44,6.64
CA-2024-792459,CUST-64567,2024-08-06,Sketchbook Medium,Office Supplies,Art,West,Oregon,16.91,-5.19
CA-2025-595654,CUST-92569,2025-12-19,Epson EcoTank Pro,Technology,Machines,Central,Indiana,99.55,15.1
CA-2023-773623,CUST-28814,2023-06-15,Binder Clips Assorted,Office Supplies,Fasteners,South,North Carolina,42.29,8.87
CA-2023-897124,CUST-33741,2023-04-06,Coffee Table Pine,Furniture,Tables,West,Colorado,5.79,0.41
CA-2025-545150,CUST-95238,2025-12-24,3-Ring Binder 2-inch,Office Supplies,Binders,South,Georgia,19.9,2.62
CA-2023-395599,CUST-80744,2023-08-14,Billy Bookcase White,Furniture,Bookcases,South,Georgia,99.17,26.81
CA-2025-655667,CUST-96055,2025-04-28,Billy Bookcase White,Furniture,Bookcases,East,Maryland,343.35,25.62
CA-2024-214091,CUST-46683,2024-03-22,Solid Wood Bookcase,Furniture,Bookcases,Central,Michigan,407.01,47.71
CA-2023-658988,CUST-45303,2023-07-06,iPhone 15 Pro,Technology,Phones,Central,Michigan,538.09,49.73
CA-2023-907221,CUST-11881,2023-07-07,Premium Copy Paper A4,Office Supplies,Paper,West,Colorado,11.85,-0.98
CA-2026-217473,CUST-16901,2026-06-14,Desk Lamp LED,Furniture,Furnishings,East,New York,390.03,39.92
CA-2025-900511,CUST-96402,2025-06-24,Compact Refrigerator,Office Supplies,Appliances,South,Tennessee,76.52,18.64
CA-2023-334196,CUST-39437,2023-10-14,Wall Clock Modern,Furniture,Furnishings,South,Virginia,5.16,-0.65
CA-2024-591121,CUST-12985,2024-09-30,Epson EcoTank Pro,Technology,Machines,Central,Indiana,250.23,22.87
CA-2025-186124,CUST-81386,2025-12-17,Push Pins Colorful,Office Supplies,Fasteners,West,Colorado,17.24,1.77
CA-2024-321094,CUST-64028,2024-11-29,OnePlus 12,Technology,Phones,Central,Wisconsin,72.13,-19.8
CA-2025-297478,CUST-62509,2025-07-01,Cricut Maker 3,Technology,Machines,Central,Texas,79.87,10.39
CA-2024-281871,CUST-57764,2024-08-28,Notebook Spiral,Office Supplies,Paper,South,Virginia,54.89,23.39
CA-2024-536607,CUST-57574,2024-07-18,Herman Miller Aeron,Furniture,Chairs,West,California,461.87,8.33
CA-2025-397698,CUST-84795,2025-10-21,3-Ring Binder 2-inch,Office Supplies,Binders,West,Arizona,63.03,12.28
CA-2023-770909,CUST-28074,2023-03-13,HP LaserJet Pro Copier,Technology,Copiers,East,Ohio,560.75,33.18
CA-2025-478336,CUST-32800,2025-05-12,Herman Miller Aeron,Furniture,Chairs,Central,Texas,100.7,-2.8
CA-2026-637970,CUST-96242,2026-06-10,Premium Copy Paper A4,Office Supplies,Paper,South,Georgia,54.6,23.57
CA-2025-681904,CUST-20234,2025-05-20,Industrial Metal Bookshelf,Furniture,Bookcases,West,Washington,246.64,19.48
CA-2026-326572,CUST-87475,2026-05-26,Desk Lamp LED,Furniture,Furnishings,Central,Indiana,248.67,124.34
CA-2023-327579,CUST-97225,2023-03-24,Push Pins Colorful,Office Supplies,Fasteners,West,Colorado,90.23,18.87
CA-2024-860177,CUST-58847,2024-04-16,Wall Clock Modern,Furniture,Furnishings,Central,Indiana,84.69,4.66
CA-2024-878776,CUST-86524,2024-10-15,Presentation Folder Pack,Office Supplies,Binders,East,Pennsylvania,110.81,-9.58
CA-2026-431927,CUST-18002,2026-05-19,HP LaserJet Pro Copier,Technology,Copiers,South,Florida,7.76,2.9
CA-2024-931156,CUST-22392,2024-04-04,Industrial Metal Bookshelf,Furniture,Bookcases,South,Georgia,569.79,0.78
CA-2023-739104,CUST-16511,2023-07-02,Steelcase Gesture,Furniture,Chairs,East,Ohio,109.68,17.21
CA-2025-695376,CUST-39523,2025-09-11,Steelcase Gesture,Furniture,Chairs,Central,Illinois,36.09,3.88
CA-2025-125901,CUST-64195,2025-05-27,OnePlus 12,Technology,Phones,Central,Texas,321.48,78.21
CA-2024-486350,CUST-66683,2024-09-16,Air Purifier HEPA,Office Supplies,Appliances,East,Maryland,82.41,40.69
CA-2026-677880,CUST-20377,2026-06-19,3D Printer Ender 3,Technology,Machines,South,Tennessee,610.63,223.36
CA-2026-591830,CUST-44484,2026-06-14,3D Printer Ender 3,Technology,Machines,Central,Wisconsin,107.62,27.37
CA-2023-102866,CUST-24011,2023-12-26,Solid Wood Bookcase,Furniture,Bookcases,East,Maryland,214.82,21.03
CA-2025-993659,CUST-72901,2025-08-17,Standing Desk Birch,Furniture,Tables,South,Georgia,146.07,-4.02
CA-2025-972999,CUST-64710,2025-05-06,Canon ImageCLASS,Technology,Copiers,Central,Illinois,349.75,67.75
CA-2024-383028,CUST-44217,2024-11-24,Cardstock Heavyweight,Office Supplies,Paper,East,Ohio,24.44,8.74
CA-2024-228652,CUST-69993,2024-06-12,Logitech MX Master 3S,Technology,Accessories,West,Oregon,740.31,93.76
CA-2024-935655,CUST-52222,2024-01-01,HP LaserJet Pro Copier,Technology,Copiers,Central,Michigan,613.4,38.89
CA-2025-753881,CUST-23269,2025-12-19,Canon ImageCLASS,Technology,Copiers,East,Pennsylvania,1111.54,112.56
CA-2025-170021,CUST-21795,2025-09-12,Industrial Metal Bookshelf,Furniture,Bookcases,East,Massachusetts,211.49,-2.47
CA-2024-733718,CUST-39227,2024-01-19,Acrylic Paint Set,Office Supplies,Art,South,Virginia,58.19,10.51
CA-2024-642307,CUST-28323,2024-02-23,3-Ring Binder 2-inch,Office Supplies,Binders,Central,Illinois,108.28,14.99
CA-2026-279001,CUST-71381,2026-04-02,IKEA Markus,Furniture,Chairs,South,Virginia,208.17,30.26
CA-2025-244771,CUST-72653,2025-01-01,Apple Pencil,Technology,Accessories,West,Oregon,500.31,84.42
CA-2023-573288,CUST-69550,2023-06-20,Self-Seal Mailing Envelopes,Office Supplies,Envelopes,West,Arizona,116.69,4.24
CA-2025-381373,CUST-63218,2025-09-28,Conference Table Mahogany,Furniture,Tables,East,Maryland,384.63,-61.51
CA-2023-813156,CUST-29094,2023-06-22,Coffee Table Pine,Furniture,Tables,East,Maryland,146.1,-48.34
CA-2025-193078,CUST-13164,2025-10-24,Floor Rug Geometric,Furniture,Furnishings,East,Pennsylvania,185.44,31.73
CA-2024-988698,CUST-82055,2024-09-15,Sketchbook Medium,Office Supplies,Art,South,North Carolina,177.48,-29.75
CA-2025-143856,CUST-68819,2025-08-16,Canon ImageCLASS,Technology,Copiers,West,Colorado,1178.15,544.78
CA-2025-787081,CUST-37386,2025-02-17,Notebook Spiral,Office Supplies,Paper,West,California,30.37,1.96
CA-2023-232886,CUST-35416,2023-09-08,Billy Bookcase White,Furniture,Bookcases,South,Tennessee,96.76,-34.32
CA-2025-263052,CUST-44785,2025-07-12,Cardstock Heavyweight,Office Supplies,Paper,East,Pennsylvania,8.95,3.37
CA-2024-723640,CUST-16782,2024-08-28,Industrial Metal Bookshelf,Furniture,Bookcases,East,Ohio,71.97,-10.37
CA-2025-663457,CUST-15695,2025-06-12,Keychron K2 Keyboard,Technology,Accessories,East,Ohio,21.08,1.24
CA-2023-412849,CUST-65026,2023-08-29,Bubble Mailers padded,Office Supplies,Envelopes,East,New York,74.67,10.0
CA-2023-327203,CUST-42443,2023-03-17,Binder Clips Assorted,Office Supplies,Fasteners,East,Ohio,39.49,5.66
CA-2024-918438,CUST-42766,2024-08-13,Rubber Bands Premium,Office Supplies,Fasteners,West,Arizona,29.99,6.83
CA-2023-120855,CUST-92384,2023-09-10,Epson EcoTank Pro,Technology,Machines,East,Massachusetts,244.18,74.38
CA-2026-223805,CUST-25972,2026-04-13,Binder Clips Assorted,Office Supplies,Fasteners,South,Tennessee,97.03,28.61
CA-2023-767565,CUST-91326,2023-08-16,Self-Seal Mailing Envelopes,Office Supplies,Envelopes,Central,Wisconsin,69.25,21.81
CA-2025-180152,CUST-89507,2025-10-08,Industrial Metal Bookshelf,Furniture,Bookcases,East,Pennsylvania,19.59,0.64
CA-2024-881738,CUST-74140,2024-04-15,Standing Desk Birch,Furniture,Tables,West,Arizona,570.1,-14.18
CA-2025-157062,CUST-55896,2025-07-20,Sketchbook Medium,Office Supplies,Art,East,Massachusetts,55.22,13.42
CA-2024-183793,CUST-13121,2024-01-23,3D Printer Ender 3,Technology,Machines,East,Ohio,183.81,72.63
CA-2025-851393,CUST-54331,2025-09-15,Logitech MX Master 3S,Technology,Accessories,East,Massachusetts,1518.8,499.59
CA-2024-678748,CUST-20068,2024-03-16,Acrylic Paint Set,Office Supplies,Art,Central,Texas,30.64,10.75
CA-2026-468655,CUST-48751,2026-03-07,Billy Bookcase White,Furniture,Bookcases,South,North Carolina,86.76,13.01
CA-2025-111984,CUST-45422,2025-06-26,Canon ImageCLASS,Technology,Copiers,South,Virginia,612.33,306.17
CA-2024-851209,CUST-31889,2024-12-11,Presentation Folder Pack,Office Supplies,Binders,West,Washington,55.42,3.79
CA-2024-115216,CUST-94762,2024-05-04,Standing Desk Birch,Furniture,Tables,West,Washington,219.13,46.25
CA-2023-288069,CUST-89443,2023-01-30,Epson EcoTank Pro,Technology,Machines,East,Massachusetts,1151.32,493.79
CA-2024-653380,CUST-61502,2024-07-07,Desk Lamp LED,Furniture,Furnishings,East,New York,478.36,-85.33
CA-2023-187592,CUST-39978,2023-12-29,Floor Rug Geometric,Furniture,Furnishings,Central,Texas,137.49,36.45
CA-2025-218843,CUST-82742,2025-02-26,Autonomous ErgoChair,Furniture,Chairs,West,Arizona,52.99,7.21
CA-2025-126270,CUST-93329,2025-07-11,Keychron K2 Keyboard,Technology,Accessories,Central,Indiana,363.61,126.91
CA-2024-514027,CUST-15247,2024-11-04,Floor Rug Geometric,Furniture,Furnishings,West,Oregon,91.81,-30.23
CA-2023-438767,CUST-53646,2023-07-25,Epson EcoTank Pro,Technology,Machines,West,California,731.91,332.83
CA-2024-633903,CUST-67823,2024-10-24,Manila Envelopes Pack,Office Supplies,Envelopes,West,Colorado,45.5,21.88
CA-2024-605168,CUST-68255,2024-12-10,HP LaserJet Pro Copier,Technology,Copiers,Central,Indiana,1037.15,212.6
CA-2023-837651,CUST-46634,2023-04-19,Sketchbook Medium,Office Supplies,Art,South,North Carolina,5.0,-2.12
CA-2025-472818,CUST-30955,2025-02-23,Conference Table Mahogany,Furniture,Tables,South,Tennessee,795.34,126.87
CA-2023-291896,CUST-19726,2023-11-22,Binder Clips Assorted,Office Supplies,Fasteners,Central,Wisconsin,27.15,13.58
CA-2023-426571,CUST-35216,2023-03-13,Acrylic Paint Set,Office Supplies,Art,South,North Carolina,39.16,14.88
CA-2023-443150,CUST-99524,2023-02-27,Samsung Galaxy S24,Technology,Phones,Central,Indiana,463.52,130.18
CA-2023-758354,CUST-64383,2023-01-29,Brother Monochrome Copier,Technology,Copiers,Central,Michigan,55.93,-3.58
CA-2023-337330,CUST-96005,2023-08-31,Billy Bookcase White,Furniture,Bookcases,South,Tennessee,284.99,38.42
CA-2026-798419,CUST-27883,2026-01-14,Manila Envelopes Pack,Office Supplies,Envelopes,East,Ohio,14.83,2.08
CA-2023-592443,CUST-66396,2023-10-26,3D Printer Ender 3,Technology,Machines,West,Colorado,357.36,15.43
CA-2024-438585,CUST-38621,2024-03-14,Solid Wood Bookcase,Furniture,Bookcases,East,Pennsylvania,177.35,-26.0
CA-2025-572295,CUST-93163,2025-01-11,Microwave Oven 900W,Office Supplies,Appliances,South,North Carolina,112.24,33.7
CA-2024-832722,CUST-50874,2024-10-13,Samsung Galaxy S24,Technology,Phones,Central,Illinois,1483.44,188.85
CA-2023-915363,CUST-25989,2023-04-26,Sticky Notes Neon,Office Supplies,Paper,East,Pennsylvania,28.92,8.87
CA-2026-469430,CUST-37052,2026-05-23,Wall Clock Modern,Furniture,Furnishings,South,Florida,123.64,2.15
CA-2026-348141,CUST-37405,2026-04-02,Push Pins Colorful,Office Supplies,Fasteners,Central,Michigan,32.05,1.96
CA-2024-514380,CUST-45932,2024-05-14,Push Pins Colorful,Office Supplies,Fasteners,Central,Michigan,5.01,2.12
CA-2026-817221,CUST-51203,2026-06-23,Cardstock Heavyweight,Office Supplies,Paper,South,Florida,144.12,60.05
CA-2026-620841,CUST-39001,2026-04-07,Canon ImageCLASS,Technology,Copiers,East,Ohio,170.05,28.85
CA-2025-510243,CUST-11539,2025-07-18,Binder Clips Assorted,Office Supplies,Fasteners,West,California,6.93,-0.16
CA-2026-197799,CUST-79922,2026-04-16,3D Printer Ender 3,Technology,Machines,West,Washington,306.98,116.2
CA-2024-886939,CUST-58785,2024-01-12,3D Printer Ender 3,Technology,Machines,South,North Carolina,231.8,115.9
CA-2023-310448,CUST-96436,2023-09-17,Binder Clips Assorted,Office Supplies,Fasteners,West,California,84.33,11.95
CA-2023-270205,CUST-81947,2023-04-18,Standing Desk Birch,Furniture,Tables,South,Tennessee,38.2,-3.81
CA-2024-105209,CUST-85609,2024-03-17,Keychron K2 Keyboard,Technology,Accessories,West,Colorado,295.5,101.29
CA-2023-549764,CUST-16089,2023-02-02,Dining Table Oak,Furniture,Tables,South,Florida,522.62,38.0
CA-2025-363328,CUST-36140,2025-04-23,Paper Clips Jumbo,Office Supplies,Fasteners,South,Georgia,51.47,2.62
CA-2023-355658,CUST-68502,2023-09-16,Floor Rug Geometric,Furniture,Furnishings,Central,Texas,151.11,3.56
CA-2024-825571,CUST-91418,2024-01-13,3-Ring Binder 2-inch,Office Supplies,Binders,East,Maryland,8.17,-2.35
CA-2026-466330,CUST-85318,2026-01-13,Rubber Bands Premium,Office Supplies,Fasteners,West,Arizona,5.65,-0.69
CA-2024-207449,CUST-67608,2024-03-08,Apple Pencil,Technology,Accessories,Central,Wisconsin,582.05,-33.75
CA-2025-675610,CUST-10924,2025-06-08,Acrylic Paint Set,Office Supplies,Art,East,Massachusetts,17.6,3.06
CA-2023-498731,CUST-21781,2023-02-04,Paper Clips Jumbo,Office Supplies,Fasteners,Central,Michigan,101.77,0.08
CA-2023-142674,CUST-97939,2023-06-24,Canon ImageCLASS,Technology,Copiers,West,Oregon,2092.21,226.15
CA-2023-303085,CUST-63051,2023-01-09,iPhone 15 Pro,Technology,Phones,South,Georgia,86.96,43.48
CA-2023-830602,CUST-45081,2023-01-01,Picture Frame Set,Furniture,Furnishings,Central,Illinois,695.87,109.5
CA-2025-202166,CUST-78472,2025-07-25,Rubber Bands Premium,Office Supplies,Fasteners,Central,Michigan,7.17,2.33
CA-2026-494295,CUST-28610,2026-01-20,Notebook Spiral,Office Supplies,Paper,West,Arizona,44.0,-2.94
CA-2025-162712,CUST-92733,2025-12-27,Wall Clock Modern,Furniture,Furnishings,East,Maryland,72.6,11.74
CA-2025-404958,CUST-79806,2025-03-23,Self-Seal Mailing Envelopes,Office Supplies,Envelopes,South,Florida,51.92,17.51
CA-2026-924628,CUST-19190,2026-03-16,Conference Table Mahogany,Furniture,Tables,East,Maryland,68.61,-15.43
CA-2025-418903,CUST-16869,2025-06-05,Industrial Metal Bookshelf,Furniture,Bookcases,West,Arizona,141.19,-36.2
CA-2024-496178,CUST-93232,2024-11-29,Compact Refrigerator,Office Supplies,Appliances,East,New York,146.8,30.11
CA-2026-751084,CUST-29023,2026-04-06,Industrial Metal Bookshelf,Furniture,Bookcases,East,Massachusetts,286.33,54.74
CA-2024-947405,CUST-18876,2024-03-19,Paper Clips Jumbo,Office Supplies,Fasteners,East,Maryland,219.72,9.95
CA-2023-787018,CUST-70758,2023-03-05,Paper Clips Jumbo,Office Supplies,Fasteners,South,Georgia,43.57,-2.67
CA-2026-358360,CUST-93860,2026-06-02,Crayola Colored Pencils,Office Supplies,Art,West,Washington,8.22,0.44
CA-2026-539727,CUST-11073,2026-03-04,Rubber Bands Premium,Office Supplies,Fasteners,Central,Wisconsin,42.71,11.91
CA-2024-102159,CUST-50025,2024-06-16,iPhone 15 Pro,Technology,Phones,South,Virginia,126.16,63.08
CA-2025-523448,CUST-61137,2025-07-25,Standing Desk Birch,Furniture,Tables,East,Ohio,89.09,-19.19
CA-2024-187980,CUST-10901,2024-07-03,Binder Clips Assorted,Office Supplies,Fasteners,West,Colorado,13.62,-0.14
CA-2023-696860,CUST-69251,2023-05-26,HP LaserJet Pro Copier,Technology,Copiers,Central,Indiana,133.93,27.97
CA-2024-243704,CUST-95473,2024-05-22,Autonomous ErgoChair,Furniture,Chairs,South,North Carolina,241.46,-32.72
CA-2025-183791,CUST-47344,2025-12-01,Heavy Duty Binder,Office Supplies,Binders,Central,Wisconsin,45.57,-0.23
CA-2023-900607,CUST-81289,2023-01-21,3D Printer Ender 3,Technology,Machines,South,Georgia,597.54,197.04
CA-2024-202780,CUST-69123,2024-08-22,Brother Monochrome Copier,Technology,Copiers,West,California,152.73,76.36
CA-2023-652144,CUST-68755,2023-06-03,Crayola Colored Pencils,Office Supplies,Art,West,Oregon,32.61,16.06
CA-2024-435468,CUST-15033,2024-06-08,Autonomous ErgoChair,Furniture,Chairs,Central,Michigan,17.62,3.27
CA-2025-866941,CUST-80152,2025-02-06,Brother Monochrome Copier,Technology,Copiers,Central,Wisconsin,14.97,2.23
CA-2024-124648,CUST-66827,2024-07-02,Heavy Duty Binder,Office Supplies,Binders,West,Arizona,15.59,-1.49
CA-2026-799597,CUST-71084,2026-03-20,Billy Bookcase White,Furniture,Bookcases,South,Florida,46.19,-1.03
CA-2024-622904,CUST-82833,2024-05-07,Anker USB-C Hub,Technology,Accessories,West,Washington,523.01,100.51
CA-2024-263402,CUST-54130,2024-11-28,Picture Frame Set,Furniture,Furnishings,Central,Michigan,131.99,6.85
CA-2023-413559,CUST-30863,2023-05-24,3D Printer Ender 3,Technology,Machines,Central,Indiana,914.19,164.22
CA-2023-942672,CUST-24605,2023-07-02,Push Pins Colorful,Office Supplies,Fasteners,South,North Carolina,74.8,7.62
CA-2024-207792,CUST-11577,2024-08-17,Manila Envelopes Pack,Office Supplies,Envelopes,South,North Carolina,74.19,17.31
CA-2024-689719,CUST-71957,2024-07-01,Industrial Metal Bookshelf,Furniture,Bookcases,Central,Illinois,18.82,-2.92
CA-2026-324737,CUST-82573,2026-02-12,Sketchbook Medium,Office Supplies,Art,Central,Michigan,142.01,39.66
CA-2023-977751,CUST-31045,2023-01-21,Rubber Bands Premium,Office Supplies,Fasteners,West,Colorado,136.14,40.44
CA-2025-247646,CUST-12716,2025-06-23,Wall Clock Modern,Furniture,Furnishings,South,North Carolina,51.24,-1.37
CA-2024-886895,CUST-60906,2024-09-07,Solid Wood Bookcase,Furniture,Bookcases,Central,Michigan,457.65,-87.89
CA-2023-154970,CUST-32504,2023-06-14,Sticky Notes Neon,Office Supplies,Paper,West,Oregon,183.93,34.6
CA-2023-220494,CUST-43139,2023-01-03,Industrial Metal Bookshelf,Furniture,Bookcases,South,Tennessee,643.38,-17.93
CA-2024-371409,CUST-48737,2024-10-24,Conference Table Mahogany,Furniture,Tables,South,North Carolina,289.21,-26.72
CA-2025-320935,CUST-53254,2025-03-14,Sketchbook Medium,Office Supplies,Art,South,Tennessee,20.94,1.16
CA-2026-391568,CUST-77443,2026-05-30,Samsung Galaxy S24,Technology,Phones,East,Massachusetts,304.94,141.31
CA-2026-921190,CUST-52065,2026-01-26,Brother Monochrome Copier,Technology,Copiers,West,Oregon,220.05,42.43
CA-2024-359021,CUST-23668,2024-01-21,Cricut Maker 3,Technology,Machines,Central,Indiana,224.41,23.56
CA-2025-259204,CUST-24626,2025-01-26,Coffee Table Pine,Furniture,Tables,Central,Michigan,158.14,32.33
CA-2024-330881,CUST-16054,2024-08-19,Standing Desk Birch,Furniture,Tables,South,Florida,147.85,-14.65
CA-2024-934354,CUST-77087,2024-03-23,OnePlus 12,Technology,Phones,Central,Wisconsin,797.42,193.94
CA-2025-549813,CUST-99813,2025-04-11,Billy Bookcase White,Furniture,Bookcases,East,Ohio,22.5,-2.7
CA-2024-516704,CUST-36950,2024-06-13,Premium Copy Paper A4,Office Supplies,Paper,West,Arizona,37.32,-2.69
CA-2023-133896,CUST-20345,2023-06-10,Coffee Maker Espresso,Office Supplies,Appliances,East,Pennsylvania,7.49,-0.88
CA-2025-699095,CUST-14567,2025-05-23,OnePlus 12,Technology,Phones,East,Maryland,542.43,213.14
CA-2025-395830,CUST-98721,2025-09-03,Industrial Metal Bookshelf,Furniture,Bookcases,East,Pennsylvania,159.39,24.29
CA-2023-821041,CUST-81927,2023-03-12,Industrial Metal Bookshelf,Furniture,Bookcases,East,Pennsylvania,198.26,20.21
CA-2024-789995,CUST-72894,2024-06-04,Solid Wood Bookcase,Furniture,Bookcases,East,Massachusetts,444.37,-22.79
CA-2025-952208,CUST-90960,2025-04-19,3D Printer Ender 3,Technology,Machines,South,North Carolina,228.56,13.31
CA-2024-259132,CUST-28557,2024-04-03,Cardstock Heavyweight,Office Supplies,Paper,East,New York,142.98,-30.1
CA-2023-284054,CUST-37025,2023-04-22,Steelcase Gesture,Furniture,Chairs,East,New York,469.98,43.22
CA-2024-126081,CUST-50875,2024-07-22,3-Ring Binder 2-inch,Office Supplies,Binders,Central,Indiana,95.0,21.85
CA-2024-106464,CUST-36532,2024-12-10,Sticky Notes Neon,Office Supplies,Paper,Central,Wisconsin,11.73,0.08
CA-2024-443003,CUST-12895,2024-06-21,Cricut Maker 3,Technology,Machines,West,Colorado,10.79,-3.01
CA-2024-104011,CUST-95382,2024-06-18,Brother Monochrome Copier,Technology,Copiers,East,Maryland,204.9,0.18
CA-2024-469673,CUST-42769,2024-10-20,Herman Miller Aeron,Furniture,Chairs,Central,Indiana,402.95,31.71
CA-2025-214003,CUST-53880,2025-03-10,Anker USB-C Hub,Technology,Accessories,Central,Texas,41.6,-0.32
CA-2024-876652,CUST-15529,2024-06-18,Air Purifier HEPA,Office Supplies,Appliances,East,New York,6.98,-1.21
CA-2024-531322,CUST-35279,2024-09-12,iPhone 15 Pro,Technology,Phones,East,Pennsylvania,51.02,10.81
CA-2026-737506,CUST-69470,2026-03-23,Self-Seal Mailing Envelopes,Office Supplies,Envelopes,Central,Illinois,39.08,7.15
CA-2024-156633,CUST-86290,2024-08-05,Presentation Folder Pack,Office Supplies,Binders,South,Florida,23.34,7.85
CA-2026-529145,CUST-45398,2026-01-31,Coffee Table Pine,Furniture,Tables,Central,Indiana,40.47,-8.34
CA-2023-499017,CUST-95998,2023-03-15,Coffee Maker Espresso,Office Supplies,Appliances,West,California,38.6,11.36
CA-2023-543833,CUST-30977,2023-07-06,Industrial Metal Bookshelf,Furniture,Bookcases,South,Tennessee,109.99,24.85
CA-2026-968117,CUST-65739,2026-05-23,3-Ring Binder 2-inch,Office Supplies,Binders,South,Georgia,63.14,1.49
CA-2023-444407,CUST-71868,2023-02-10,Desk Lamp LED,Furniture,Furnishings,Central,Wisconsin,477.49,3.48
CA-2025-961501,CUST-36619,2025-06-07,Epson EcoTank Pro,Technology,Machines,Central,Wisconsin,342.97,171.48
CA-2024-964950,CUST-75425,2024-10-22,Cricut Maker 3,Technology,Machines,Central,Illinois,91.99,30.61
CA-2024-133324,CUST-54755,2024-05-10,Herman Miller Aeron,Furniture,Chairs,East,New York,35.52,1.78
CA-2024-394507,CUST-32634,2024-07-12,Google Pixel 8,Technology,Phones,South,Virginia,107.98,20.35
CA-2024-179795,CUST-62057,2024-06-14,Steelcase Gesture,Furniture,Chairs,East,Massachusetts,249.7,-7.06
CA-2025-563120,CUST-10786,2025-03-20,Epson EcoTank Pro,Technology,Machines,West,Colorado,232.45,70.49
CA-2024-841063,CUST-29810,2024-07-20,Anker USB-C Hub,Technology,Accessories,East,Massachusetts,659.1,105.54
CA-2024-189353,CUST-25896,2024-07-14,Picture Frame Set,Furniture,Furnishings,East,Maryland,161.0,39.75
CA-2026-399155,CUST-48799,2026-03-03,Cardstock Heavyweight,Office Supplies,Paper,South,Georgia,15.27,5.07
CA-2023-823906,CUST-92643,2023-10-28,Anker USB-C Hub,Technology,Accessories,East,Massachusetts,262.82,17.85
CA-2026-731339,CUST-31209,2026-03-09,Samsung Galaxy S24,Technology,Phones,West,Washington,444.52,-122.32
CA-2025-319222,CUST-93400,2025-01-15,Bubble Mailers padded,Office Supplies,Envelopes,Central,Indiana,65.3,14.77
CA-2024-850774,CUST-14994,2024-07-11,Picture Frame Set,Furniture,Furnishings,East,Ohio,109.5,-5.79
CA-2026-103089,CUST-54387,2026-04-30,Binder Clips Assorted,Office Supplies,Fasteners,Central,Michigan,14.58,2.7
CA-2024-986867,CUST-44565,2024-04-24,Bubble Mailers padded,Office Supplies,Envelopes,Central,Michigan,56.33,16.43
CA-2024-978260,CUST-10534,2024-08-03,Google Pixel 8,Technology,Phones,South,Tennessee,140.01,17.14
CA-2026-551448,CUST-76708,2026-03-23,Push Pins Colorful,Office Supplies,Fasteners,East,Maryland,30.72,4.88
CA-2026-565417,CUST-13240,2026-06-15,Herman Miller Aeron,Furniture,Chairs,South,North Carolina,169.58,31.95
CA-2025-563956,CUST-40825,2025-05-20,IKEA Markus,Furniture,Chairs,East,Maryland,38.13,4.42
CA-2025-170268,CUST-39063,2025-02-12,Acrylic Paint Set,Office Supplies,Art,Central,Indiana,35.28,1.32
CA-2024-700699,CUST-26121,2024-06-03,Cricut Maker 3,Technology,Machines,Central,Indiana,124.08,14.9
CA-2023-289167,CUST-64797,2023-09-10,Standing Desk Birch,Furniture,Tables,East,Maryland,41.79,12.1
CA-2024-504499,CUST-37302,2024-04-22,Premium Copy Paper A4,Office Supplies,Paper,East,Maryland,33.98,8.75
CA-2024-445744,CUST-50325,2024-01-13,Heavy Duty Binder,Office Supplies,Binders,West,Colorado,9.02,0.98
CA-2024-908183,CUST-83620,2024-12-12,Herman Miller Aeron,Furniture,Chairs,East,New York,145.16,-5.5
CA-2023-222989,CUST-64857,2023-10-10,Cricut Maker 3,Technology,Machines,West,Washington,348.97,116.56
CA-2025-461185,CUST-29222,2025-04-22,Cricut Maker 3,Technology,Machines,South,Tennessee,512.87,174.7
CA-2023-451136,CUST-88353,2023-09-15,Apple Pencil,Technology,Accessories,South,North Carolina,349.73,81.46
CA-2024-544503,CUST-50701,2024-02-06,Apple Pencil,Technology,Accessories,Central,Texas,212.17,73.68
CA-2024-258761,CUST-91731,2024-06-08,3-Ring Binder 2-inch,Office Supplies,Binders,East,Ohio,15.12,7.56
CA-2025-919745,CUST-96807,2025-04-12,OnePlus 12,Technology,Phones,East,New York,322.03,9.19
CA-2024-409945,CUST-70282,2024-09-07,Industrial Metal Bookshelf,Furniture,Bookcases,South,Virginia,833.88,-62.55
CA-2024-897653,CUST-57588,2024-08-11,Billy Bookcase White,Furniture,Bookcases,South,Georgia,480.87,0.31
CA-2023-255976,CUST-97227,2023-09-11,Manila Envelopes Pack,Office Supplies,Envelopes,Central,Michigan,108.28,14.47
CA-2025-892244,CUST-31672,2025-04-24,Dining Table Oak,Furniture,Tables,East,Massachusetts,287.06,-32.89
CA-2024-326179,CUST-37200,2024-12-10,Microwave Oven 900W,Office Supplies,Appliances,Central,Wisconsin,248.28,11.5
CA-2024-969360,CUST-49148,2024-05-10,Bubble Mailers padded,Office Supplies,Envelopes,South,Tennessee,196.46,43.56
CA-2025-206379,CUST-42152,2025-05-23,IKEA Markus,Furniture,Chairs,West,California,27.67,3.56
CA-2024-717397,CUST-79444,2024-06-07,Picture Frame Set,Furniture,Furnishings,South,Tennessee,947.69,7.84
CA-2024-626925,CUST-67913,2024-01-03,Heavy Duty Binder,Office Supplies,Binders,West,Oregon,23.17,-2.06
CA-2026-977311,CUST-95092,2026-02-02,Presentation Folder Pack,Office Supplies,Binders,Central,Wisconsin,27.92,0.46
